Date,Total Cases,Severe,Critical Cases,Total Deaths
6/9/2021,7529.4350699999995,3585.4452900000006,1252.3501800000001,500.94006
6/10/2021,7520.629559999999,3581.25219,1249.11687,499.64672999999993
6/11/2021,7511.9032799999995,3577.0968000000003,1250.48109,500.19246
6/12/2021,7597.60686,3617.90802,1266.38898,506.55561
6/13/2021,7697.59014,3665.51913,1285.1393699999999,514.05576
6/14/2021,7800.075060000001,3714.3214499999995,1304.67255,521.86905
6/15/2021,7907.00856,3765.24216,1325.44518,530.17809
6/16/2021,7893.24996,3758.6904299999997,1325.52006,530.20803
6/17/2021,7864.6404,3745.0668600000004,1318.9434,527.57736
6/18/2021,8008.02585,3813.34566,1343.5103100000001,537.40413
6/19/2021,8114.976030000001,3864.2742900000003,1359.00528,543.60213
6/20/2021,8087.1377999999995,3851.0180100000002,1351.04394,540.4175700000001
6/21/2021,8042.51823,3829.7706,1344.23583,537.69435
6/22/2021,8137.56516,3875.03103,1360.22031,544.08813
6/23/2021,8247.39213,3927.3295800000005,1377.61101,551.04441
6/24/2021,8272.57872,3939.32319,1378.13232,551.25294
6/25/2021,8349.50592,3975.95523,1388.1414,555.25656
6/26/2021,8489.23077,4042.4908499999997,1409.58507,563.83404
6/27/2021,8579.111939999999,4085.2914,1425.0879599999998,570.0351900000001
6/28/2021,8540.30436,4066.8116099999997,1419.9260100000001,567.97041
6/29/2021,8718.88263,4151.84886,1449.7383,579.8952899999999
6/30/2021,8774.75505,4178.454809999999,1459.5965099999999,583.83858
7/1/2021,8667.40881,4127.33751,1442.61705,577.04682
7/2/2021,8823.90243,4201.85829,1473.03798,589.2152100000001
7/3/2021,8883.51468,4230.2451,1481.85645,592.74258
7/4/2021,9070.75257,4319.40597,1515.48684,606.1947600000001
7/5/2021,9110.13969,4338.16176,1525.40292,610.1611800000001
7/6/2021,9254.10882,4406.71848,1553.20545,621.2821799999999
7/7/2021,9338.68251,4446.99165,1567.29306,626.91723
7/8/2021,9388.12176,4470.53415,1573.98999,629.59602
7/9/2021,9397.78194,4475.13426,1575.732,630.2927999999999
7/10/2021,9449.19324,4499.61582,1580.94219,632.3768699999999
7/11/2021,9568.463640000002,4556.41125,1601.78571,640.71426
7/12/2021,9636.28101,4588.70523,1616.67594,646.67037
7/13/2021,9961.55097,4743.59571,1671.0478200000002,668.41911
7/14/2021,10059.078570000001,4790.03745,1689.03636,675.61455
7/15/2021,10209.05565,4861.4550899999995,1710.8277900000003,684.3311100000001
7/16/2021,10411.686450000001,4957.94592,1745.6380800000002,698.25522
7/17/2021,10630.85679,5062.312739999999,1780.56015,712.22406
7/18/2021,10743.969149999999,5116.175789999999,1799.96115,719.98446
7/19/2021,10806.12048,5145.77166,1811.82402,724.72962
7/20/2021,11077.14819,5274.8325,1863.093,745.2372
7/21/2021,11117.38587,5293.99329,1872.23988,748.8959400000001
7/22/2021,11190.02292,5328.58236,1882.24047,752.89617
7/23/2021,11401.95123,5429.50056,1917.90279,767.16111
7/24/2021,11717.373360000001,5579.701590000001,1969.5779400000001,787.8311699999999
7/25/2021,12040.0959,5733.378989999999,2027.1280499999998,810.85122
7/26/2021,12346.62498,5879.34525,2084.36283,833.7451199999999
7/27/2021,12728.44278,6061.16325,2151.0740100000003,860.4296099999999
7/28/2021,12945.36585,6164.459940000001,2188.15332,875.2613100000001
7/29/2021,13013.6502,6196.97628,2197.82715,879.13086
7/30/2021,13235.03439,6302.39733,2237.16525,894.8661
7/31/2021,13887.834060000001,6613.254330000001,2349.54954,939.81981
8/1/2021,14221.12989,6771.9666,2409.98358,963.9934499999999
8/2/2021,14468.45946,6889.74258,2456.99595,982.79838
8/3/2021,14829.61017,7061.71914,2520.1136100000003,1008.04545
8/4/2021,15127.02939,7203.34734,2569.48689,1027.79475
8/5/2021,15410.89431,7338.5211,2612.22279,1044.88911
8/6/2021,15914.09214,7578.13911,2695.16802,1078.06722
8/7/2021,16394.20056,7806.7621500000005,2774.35245,1109.74098
8/8/2021,16729.48092,7966.4194800000005,2831.92983,1132.7719200000001
8/9/2021,16973.274960000002,8082.51189,2878.0482300000003,1151.21928
8/10/2021,17397.185729999997,8284.37415,2951.13528,1180.4541
8/11/2021,17881.079850000002,8514.799920000001,3023.72601,1209.4904099999999
8/12/2021,18072.916409999998,8606.150669999999,3047.73192,1219.09275
8/13/2021,18462.80175,8791.81035,3110.8950000000004,1244.35797
8/14/2021,18790.32729,8947.77489,3161.66538,1264.66614
8/15/2021,18960.18762,9028.66077,3186.6191999999996,1274.64768
8/16/2021,19079.64144,9085.54356,3205.95384,1282.38153
8/17/2021,19426.745880000002,9250.83138,3260.03694,1304.0148
8/18/2021,19619.94999,9342.83331,3285.32034,1314.12813
8/19/2021,19913.81958,9482.77122,3331.3586999999998,1332.5434799999998
8/20/2021,20261.24385,9648.211350000001,3386.77698,1354.7107799999999
8/21/2021,20567.01369,9793.81605,3432.2149499999996,1372.8859499999999
8/22/2021,20748.640890000002,9880.30518,3461.19891,1384.47957
8/23/2021,20781.02691,9895.7271,3469.10754,1387.64304
8/24/2021,21061.60218,10029.33438,3514.14522,1405.6581
8/25/2021,21327.189420000002,10155.804479999999,3559.5749100000003,1423.82997
8/26/2021,21393.052349999998,10187.16777,3570.5886600000003,1428.23547
